mortgages_grouped_by,category,postcode_region,date,number_of_sales
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South East,Q3-2018,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South East,Q3-2019,4
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South East,Q4-2019,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South East,Q4-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South East,Q4-2021,4
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South East,Q4-2018,21
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q1-2018,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q1-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q1-2021,6
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q2-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q2-2017,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q2-2018,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q2-2019,4
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q2-2021,4
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q3-2019,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q3-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q3-2021,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q4-2017,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q4-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q4-2021,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q4-2019,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,South West,Q4-2018,28
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q1-2018,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q1-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q2-2017,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q2-2018,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q2-2021,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q4-2019,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q4-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Wales,Q4-2018,5
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q1-2017,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q1-2018,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q1-2021,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q2-2019,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q2-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q2-2021,4
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q3-2021,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q4-2019,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q4-2020,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q4-2021,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q4-2017,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,West Midlands,Q4-2018,17
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q1-2019,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q1-2020,4
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q2-2018,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q2-2021,3
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q3-2019,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q4-2017,1
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q4-2021,2
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Yorkshire and The Humber,Q4-2018,19
Number of sales by loan-to-value (LTV) ratio,LTV Bands - Unspecified,Unknown Region,Q2-2019,1
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q1-2018,57.58
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q1-2017,57.89
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q4-2017,58.75
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q2-2017,59.04
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q2-2018,59.09
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q1-2019,59.52
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q3-2017,59.76
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q4-2018,59.79
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q2-2020,59.94
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q1-2020,60.23
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q3-2018,60.28
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q2-2019,60.29
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q4-2021,60.495
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q1-2018,61.06
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q3-2021,61.84
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q3-2019,62.36
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q1-2018,62.69
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q1-2017,62.73
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q4-2019,63.065
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q4-2017,63.17
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q3-2017,63.3
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q1-2017,63.31
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q2-2018,63.68
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q1-2019,63.73
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q4-2018,63.81
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q3-2021,63.91
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q3-2020,64.2
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q1-2019,64.27
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q2-2017,64.405
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q1-2018,64.41
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q4-2017,64.57
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q1-2020,64.59
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q3-2017,64.69
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q2-2020,64.81
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q2-2018,64.85
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q4-2020,65
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q3-2018,65
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q2-2017,65.16
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q4-2018,65.2
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q1-2019,65.35
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q3-2018,65.54
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q1-2017,65.69
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q1-2021,65.71
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q4-2021,65.71
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q2-2020,65.85
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q4-2021,65.86
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q2-2019,66.1
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q1-2020,66.23
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q4-2018,66.32
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q1-2020,66.35
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q1-2021,66.66
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q4-2017,66.68
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q2-2020,66.8
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q2-2018,66.91
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q3-2017,66.91
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q3-2019,67
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q2-2021,67.17
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q4-2019,67.17
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q3-2018,67.39
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q2-2019,67.41
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q1-2021,67.56
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q3-2019,67.7
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q3-2019,67.78
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q3-2020,67.78
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q4-2021,67.86
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q4-2021,67.9
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q4-2019,68
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q2-2017,68
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q2-2019,68
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q1-2021,68.04
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q3-2021,68.125
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q4-2019,68.51
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),London,Q2-2021,68.61
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q4-2020,69.12
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q1-2021,69.17
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q3-2020,69.23
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q3-2020,69.23
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q2-2021,69.38
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South East,Q2-2021,69.45
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q3-2021,69.52
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q4-2020,69.69
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),South West,Q4-2020,69.72
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q3-2021,69.865
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q2-2021,70.48
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East of England,Q4-2020,70.52
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q1-2018,70.995
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q1-2020,71
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q4-2021,71.14
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q1-2020,71.54
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q3-2020,71.63
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q2-2020,71.67
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q1-2019,71.81
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q4-2021,71.92
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q1-2019,71.925
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q1-2018,72
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q3-2019,72
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q2-2020,72.05
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q3-2018,72.29
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q1-2021,72.56
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q2-2018,72.65
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q1-2018,72.73
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q1-2017,72.87
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q2-2018,72.93
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q2-2020,72.945
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q4-2018,72.95
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q3-2019,73.055
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Northern Ireland,Q2-2020,73.11
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q3-2018,73.135
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q4-2017,73.2
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q1-2021,73.25
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q4-2018,73.275
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q2-2019,73.305
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q3-2017,73.33
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Wales,Q2-2020,73.33
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q2-2019,73.33
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q3-2019,73.39
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q4-2019,73.5
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q4-2019,73.51
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q3-2020,73.53
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q1-2017,73.54
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q3-2018,73.56
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q2-2021,73.72
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q2-2021,73.75
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q4-2020,73.83
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q4-2017,73.86
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),East Midlands,Q2-2017,73.945
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Wales,Q4-2021,73.96
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q2-2018,74.085
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),North West,Q2-2020,74.11
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Scotland,Q2-2020,74.14
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q3-2017,74.16
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q3-2020,74.17
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),West Midlands,Q4-2020,74.17
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Unknown Region,Q2-2019,74.19
Median loan-to-value (LTV) ratios (%),Median loan-to-value (LTV) ratios (%),Wales,Q1-2020,74.26
